Label,Text
worry,"@ roasterboy these poor , unfortunate soul do not appear any pant at all ... http : //blip.fm/~78qvz"
worry,@ damohopo @ stephanieellen if tell how often wash hair would never speak again
worry,"look like another sleepless night dedicated homework . sorry advance , ms . chapman ."
worry,@ jessicaduncan http : //twitpic.com/662vk why do lot mock ! ! !
worry,do not say goodnight
hate,@ abguerraartist be not pussy ! damnit ! [ send an e - mail right now btw ]
sadness,have work tom .
neutral,hongkong international airport . have wait - hour our next flight cebu .
neutral,can not sleep nothing tv ! !
love,"pic just upload be baby pic cat . missy now an adult pretty little kitty , but batty kitten heaven now"
neutral,@ kalliet oh ... ' ve be superseede ? not good enough
sadness,today we say goodbye second good friend week from dmp but at least sun shin ' m definately not work this pm
anger,fuckin ' m transtelecom
boredom,"really , really bored ... guess will go bed"
worry,@ syo_of_the_dead meet strange just min ago . he be stalk at store
surprise,@ modeltheany tee we beefin .... what be suppose do before leavin ? ? ? ?
sadness,sometimes thing say hurt one love most unintentionally . can never ever take back or fix .
sadness,@ nickkk _ suck !
neutral,@ dorkydeanna iiii know ! ! ! mean
sadness,have fever do not feel work
worry,"take horse pill , hope can get some sleep tonight"
neutral,@ busygod pgpm student from where ? myself be pgpm student about year back . wish could stay one
sadness,miss @ meldibiase ... day can not pass quick enough
hate,@ juliaiiivir hey ! 's school ! hate place .
sadness,"work from home today , back kill doctor then physio after later today ."
neutral,back work .. no distraction ..
happiness,"@ ddlovato demi , just say hi ` s enough . just replay please love much ! ! !"
neutral,awwww never notice this http : //bit.ly / rconp
neutral,"@ heavyhart suck well state start tomorrow I m headin bed , nitey nite"
worry,"look like be go be too nice work today , how annoying as no choice"
neutral,@ mygoldmask do guy keep set list ? forgot ask one xx
neutral,"first impression silverlight : sadly , base what see today , be quite problematic"
worry,desperatly hope dad take vanessa 's game
worry,@ pb_and_jay hi ! fuck your job !
sadness,miss all deeply
neutral,"time go bed , get up go work"
happiness,"@ mrssunshine96 big now ! ! ! vanessa going be september , its go by fast ! its hard cuz I m workin much , miss out alot"
sadness,"@ ravel sniff sniff take care ravel ! hopefully we will be chat again soon . mean time , will hella miss ."
neutral,"@ miss_cheryl lucky , now want teleport"
worry,somebody please save polar bear !
worry,"nose runny , head pound , tooth hurt like bitch . man . @ - ) feel awful . = ( ("
sadness,do not want her leave ..
relief,headin home ... refresh mind soul justa lil bit ... bac reality .
happiness,"good lord , just see agency work our upcoming open day . money jam"
empty,wut do do now ? ? ? ?
anger,work but 's fridaaaayyyyy
worry,at grove ' drag hell . ' hope do not suck .
worry,@ nolaevol feel like shit say happy belate birfdayy .. ' m only month late
sadness,"@ kaliyahpjones lmao ... that s sad , kinda discourage 4rom goin if shit 's wack"
surprise,get home from work : just finish clean . now need eat dinner do not know what want ! ! ugh ... oh well . might not eat .
sadness,@ willynorthpole wish be there
sadness,"miss little batty , she be only month old when she get sick , she be always fun full life & lt ; even at very end ..."
neutral,fc finally up again . be about time . hate this keep happen
neutral,seriously bore without anyone talk ... but not tired enough sleep
sadness,morning again ! hate morning . offensive !
neutral,@ keytar still ! ! give your computer break omg
sadness,bed bed bed @ samuelasander do never answer text anymore ? think other day send one but never hear back . sad day
neutral,where at ?
sadness,@ brianshead waah . we be no long your peep .
sadness,@ angelica_yo lol wow dawg do not sound like be play ! feel bad now haha
surprise,extremly deep
happiness,little foster kitten be get big ... chubba winston be going miss when they get amazing home .
enthusiasm,one week till exam block
neutral,@ forever_yours13 ' m not at home cat right now !
worry,hope do not fail english . would just be sad
worry,know what would be great ? shoulder stop hurt can sleep normal again . just want / need few solid hour good sleep .
neutral,leno 's last show be tonight . like he well than conan .
sadness,@ mariuslt ' m sorry about your bad driving experience .
neutral,@ monpio do not any
sadness,already miss @ cmontecillo
hate,plan may changes nooooooo
hate,sister douchebag
surprise,@ fiercebanana there be reliste fee when do not complete sale ? suck !
neutral,@ echeer random have an
worry,know should ' ve wear sar mask plane from socal .. feel beginning sore throat
sadness,gutte bathroom still not free- early work not go happen need loo !
neutral,@ ddlovato july ... too long
worry,@ laurelexmachina awww wish could be there ' m stuck here about jab out eye knit needle
surprise,@ astyne too . wonder if mnet will show ...
neutral,wear glass give headache .
enthusiasm,@ calvinharris stop talkin about food haha fill like sum nw hha how s your day goin or start
worry,"finish sewing night , upload picture from slidebar beach . can not believe am have difficulty twitter !"
sadness,thank @ ddlovato ( : can not wait ! ! ! ! ummm btw I m a crash still sick
sadness,"first work computer , now home laptop fuck ."
worry,# liesgirlstell guy call her phone see if number real ohh phone not work try tomorrow
worry,# beer # friday # melbourne # cbd # mtub # mini # cmon thirsty lonely ... bugger be make feel like scotty no mate
worry,@ debbylovespr know . we come back from down 1st just lose lead last minute .
worry,gosh ... summer vacation almost over here at philippine .. kinda sad .. wonder what section will be ?
neutral,"@ shanajaca but @ feltbeat page at ms twitterworld , only vote"
worry,' m bum can not wear sweet nike kick work .
worry,@ pickleybaby your twitter break
neutral,sleep .... good night tweetie ! ! ! down oc tomorrow . hope pray rachyl get well soon ! ! !
sadness,@ joek949 's depressing ' m stick inside all day
worry,@ rachelasha even see news feed archie website . but can not believe he would choose veronica . ' m disappointed
sadness,hate be sick . miss @ cynthiasheree @ lucyown @ larilync
neutral,@ iceweasel I m eat slider at barjohnny ! ( they re pork tho not beef still search ... )
happiness,get ready school second math test today also its last day 3rd year ! ! next week will officially be 4th year
sadness,"wake up , wan na stay bed"
worry,depressed be not include morcom gardens quiz facebook
worry,"@ dravenreborn yeah , its still totally high 60 here . soooo notlooke forward aug sept up here"
sadness,upsidedown tomato plant die !
boredom,deep its priecing soul
worry,@ ashleypratt oh come ! ! ! get next week off get next week full exam !
neutral,"friday here at last , not much fun when your skint though"
worry,"@ vocabulary know , do not tell anyone do not know if dad tell famz yet . think ' m take online ."
sadness,@ ddlovato caa not iht be early ? icant wait long . ahar . ( :
happiness,"friday yay ! ! bonus , do not drive wale tonight . athough will miss kitten cuddle go ride"
worry,child promise birthday brekkie bed . there be problem there be bugger all food house
worry,@ rderozario woop ! only just realize dm be not go through
neutral,do not think will be able get out bed tomorrow morning we will seeeee !
surprise,can not use blackberry today . this suck .
enthusiasm,q : what studio create ' open season ' ? should google or look at dvd downstair but feel lazy
neutral,time they be change
sadness,@ prncsztalia why do hate ! ?
hate,time tv bed.then spending all day catch up study hate online summer class
neutral,@ slickiris video not available we foreigner
sadness,http : //twitpic.com/663vr want visit animal but we be too late
worry,@ prime8507 pc agree ... we problem . we must stop spend only work ! ! !
sadness,# jonaswebcast just miss ! ! ! !
hate,dang ! really look like crap ! ! sigh only have 35mins shower 10min get ready
neutral,wait get pick up !
sadness,exhausted .. can not sleep . do not like these night
sadness,' m go to miss all live comet action tomorrow ! go take care cousin they do not access interwebz
surprise,lol can not drink ! !
surprise,"if bill compton have wii , why can not he twitter ?"
sadness,@ nothinbutsin sorry hear .
worry,"morning ; sport day today , do three - legged race @ weefeetfrankie mr pettigrew say ' m not aloud trip she up"
sadness,just find out can not drink at this bar ! booo missing e1 at palomino 's ! no cheer sad face
worry,can not sleep . + hour toss turn .
worry,omg go die swine flu when go melbourne
anger,packing do not like ..
neutral,"@ giggles_xo dang , its not certain be okay ?"
neutral,wish dave gilmour roger water would re - unite pink floyd concert
sadness,finish whole box ice cream
neutral,horse town blow out car speaker
neutral,someone make cofffeeeeeee ......
worry,@ crispynoodle plus just deposit tax return cheque but first time + year do not clear immediately
love,photo : martwo : omg love ! ! ! ! accadentally delete this photo yay he s beautiful http : //tumblr.com / xvd1wankt
worry,@ ashleighryder knooww & amp ; hot water bottle iss whangamata without . ahhhhh
neutral,nose stuffy
neutral,last night newport
relief,@ charlieboy808 thank rt sorry about your new place domestic
happiness,"ok , other then shoe , club cool . its fun , its poppin except ppl tryna dance wit"
worry,holy crap ! 's rain la do not jacket ! oh no .
neutral,aright twitter fam ... guess I m a be outtie .. go to try sleep off some this horrible pain
neutral,baby be not herself after recieve vaccine
worry,"wish could attend e3 this year . but these small event like nba stanley cup final keep get way . work , work , work ."
happiness,"@ o0hemmy lol hi emmy , latin would help study aptitude test get into grad school ; \ that s why wan na take"
